timestamp,heart_rate,blood_glucose,spo2,activity,temperature
2024-01-01 00:00:00,77.48357076505616,93.64360476965945,93.64301053902555,47.13153567082142,37.17414312383341
2024-01-01 01:00:00,74.30867849414408,93.19878837424218,94.3890010738927,49.3468819251938,37.14166179626783
2024-01-01 02:00:00,78.23844269050346,73.06535241054978,93.80523787790972,51.28589757175163,36.531740077097254
2024-01-01 03:00:00,82.61514928204012,95.04864712447844,95.22083609389225,68.9372292329236,37.28979211088187
2024-01-01 04:00:00,73.82923312638331,110.99243622732618,97.39435706292383,35.05565383026513,36.25495866221169
2024-01-01 05:00:00,73.8293152152541,80.88651821384808,93.4579156857176,33.0730601697468,36.67290783711984
2024-01-01 06:00:00,82.89606407753696,115.72723976575888,97.00164099553683,74.7323948428595,36.000456093551094
2024-01-01 07:00:00,78.83717364576455,107.31662231626507,93.43665585530623,40.747105162374034,37.77931325848141
2024-01-01 08:00:00,72.65262807032524,88.98650017043443,93.30474557500624,24.739292928458674,36.88422525302735
2024-01-01 09:00:00,77.71280021792982,97.87705543993229,96.63718923668642,40.2974011580026,38.08344201740815
2024-01-01 10:00:00,72.68291153593769,123.9748271146155,96.84387275601523,43.39894529511999,37.401474963259744
2024-01-01 11:00:00,72.67135123214871,111.00321720258799,96.70281987352531,81.0992545545153,37.224049106675515
2024-01-01 12:00:00,76.20981135783018,100.13175482347222,92.36840518356372,68.49652424753475,36.706886152859504
2024-01-01 13:00:00,65.43359877671101,96.43475024558524,94.0680980438559,72.95041233264485,36.47682498215629
2024-01-01 14:00:00,66.37541083743484,101.14913605677489,96.64597718400664,66.39947284693572,37.26148578694847
2024-01-01 15:00:00,72.18856235379513,92.32354663086545,95.08308368112779,68.92487343230628,36.964242995363506
2024-01-01 16:00:00,69.93584439832789,68.42875741421477,92.85261430760507,36.23835746839364,36.33036484225735
2024-01-01 17:00:00,76.57123666297637,130.63266865802098,95.91663587825089,46.02795689293031,36.24157079174584
2024-01-01 18:00:00,70.45987962239394,102.32987498799102,93.57038548201706,30.201693739529023,36.52064813542821
2024-01-01 19:00:00,67.93848149332354,105.97220897683806,98.58904969678443,45.790239389259334,37.910483612633115
2024-01-01 20:00:00,82.32824384460777,99.13138375184637,98.08968292483652,63.68209981869482,38.10663895900565
2024-01-01 21:00:00,73.87111849756732,88.97324798913118,96.20819485271113,52.69166569624494,37.102494573654454
2024-01-01 22:00:00,75.33764102343962,97.21113278576844,97.72201340953954,76.22961637920591,37.07447139812064
2024-01-01 23:00:00,67.87625906893271,76.00907856708534,95.12958270024676,27.171684155455615,36.83183981408524
2024-01-02 00:00:00,72.27808637737408,134.15629747079956,96.53087498875003,60.004767013964795,36.532757325845246
2024-01-02 01:00:00,75.55461294854933,81.48232002366406,97.95544059060416,25.033943962613638,37.68758952880362
2024-01-02 02:00:00,69.24503211288848,84.5205057422923,95.49099736358862,51.88352938347285,37.93678819694857
2024-01-02 03:00:00,76.87849009172837,93.39611193420399,94.48962565697143,64.80666845112958,36.55329045708036
2024-01-02 04:00:00,71.99680655040598,119.32113587278566,91.59075608364577,45.70994866351562,36.9585808107877
2024-01-02 05:00:00,73.54153125103362,100.2176349889398,94.83373294855701,61.022532081739115,36.775066849644915
2024-01-02 06:00:00,71.99146693885301,81.45796305954306,96.64684636912462,30.80535330334132,36.78988046256751
2024-01-02 07:00:00,84.26139092254469,118.81507541136008,96.89126685513526,16.72620043607234,37.59295412771493
2024-01-02 08:00:00,74.93251387631032,110.96500940178223,96.00873013143682,61.14059244975606,36.34401922731694
2024-01-02 09:00:00,69.71144535522049,108.07652435824679,93.91740181007552,84.88020468151466,37.233234845468154
2024-01-02 10:00:00,79.11272456051594,110.7360136175626,91.04635686210482,30.07910119660216,37.364119053652935
2024-01-02 11:00:00,68.89578175014489,135.91542850873677,94.00956980399053,74.44388360213591,36.92892441319909
2024-01-02 12:00:00,76.04431797502377,132.77642342554168,94.3913102578921,50.86846817632822,37.44653391349339
2024-01-02 13:00:00,65.20164938060113,89.69926985495057,94.37414206561998,23.28616956613848,37.073825920268725
2024-01-02 14:00:00,68.35906975550785,124.35827489216729,96.23711271395585,27.36989397295675,37.60856496057806
2024-01-02 15:00:00,75.98430617934562,105.7475228463835,98.97135282202967,50.315695467213004,36.238897347537076
2024-01-02 16:00:00,78.69233289997705,107.48643724206624,95.24705840368219,41.91075424151793,36.82561236949657
2024-01-02 17:00:00,75.85684140594985,74.61593752535006,94.56653642168708,23.741740464835217,36.964093428574486
2024-01-02 18:00:00,74.4217585880588,97.44421351917705,94.48155637399182,16.1192143754919,35.663896307764325
2024-01-02 19:00:00,73.49448152205356,87.80764614495152,95.24876953381543,33.06561344146988,36.45702363321073
2024-01-02 20:00:00,67.60739004816287,112.42088222339964,93.3434124793032,53.87618016662236,36.593200372820604
2024-01-02 21:00:00,71.40077895802645,116.06620750604208,95.24039711749211,49.87198494793724,37.47410299741168
2024-01-02 22:00:00,72.69680614520107,68.88270473475532,95.9016246726636,39.975240849998436,36.6465783268427
2024-01-02 23:00:00,80.28561113109458,99.66947703993594,95.41937212714897,54.037743885829656,36.59096050634701
2024-01-03 00:00:00,76.71809144784231,116.82792257191377,95.91508386800956,70.80053439725376,37.4087428903281
2024-01-03 01:00:00,66.18479922318633,97.19981556529832,95.86749521869707,57.88253020868296,36.19104467710497
2024-01-03 02:00:00,76.62041984697397,110.93595467503546,91.45620663550712,47.57382657220839,35.964377966278214
2024-01-03 03:00:00,73.07458859791842,105.26748201440626,96.2737403167908,68.56144013321378,36.81920384996533
2024-01-03 04:00:00,71.6153899984702,105.1249034792894,93.65797030867509,30.8029939556741,36.27614661596082
2024-01-03 05:00:00,78.05838144420434,95.93027532897554,92.80832167399208,45.501609208892965,36.29516035267017
2024-01-03 06:00:00,80.15499761247976,81.75128793796435,92.79109634429001,45.97824128799264,37.28671689584399
2024-01-03 07:00:00,79.65640059558099,83.17704778862459,95.86708322094506,25.260934831143093,37.43798691895629
2024-01-03 08:00:00,70.80391238388681,110.64028771682976,94.55485014555029,41.602516754312845,37.394432107926065
